Strain,Replicate,TechRep,Drug,LevelEvolvedTo,Time,OD_24h,OD_48h,OD_72h,Person,,,,,,,,
y106,4,B,0.5,0.5,t5,0.252,0.1809,0.1804,M,,,,,,,,
y106,5,B,0.5,0.5,t5,0.2644,0.191,0.1909,M,,,,,,,,
y106,6,B,0.5,0.5,t5,0.2646,0.1906,0.188,M,,,,,,,,
y106,7,B,0.5,0.5,t5,0.2619,0.185,0.1831,M,,,,,,,,
y106,8,B,0.5,0.5,t5,0.2673,0.1907,0.1875,M,,,,,,,,
y106,9,B,0.5,0.5,t5,0.2714,0.1846,0.1845,M,,,,,,,,
y106,10,B,0.5,0.5,t5,0.2791,0.18,0.1834,M,,,,,,,,
y106,11,B,0.5,0.5,t5,0.3146,0.2414,0.229,M,,,,,,,,
y106,12,B,0.5,0.5,t5,0.2647,0.1698,0.1715,M,,,,,,,,
y106,1,B mixed,0.5,0.5,t5,,,0.0993,M,,,,,,,,
y106,2,B mixed,0.5,0.5,t5,,,0.1004,M,,,,,,,,
y106,3,B mixed,0.5,0.5,t5,,,0.1104,M,,,,,,,,
y106,4,B mixed,0.5,0.5,t5,,,0.1055,M,,,,,,,,
y106,5,B mixed,0.5,0.5,t5,,,0.1154,M,,,,,,,,
y106,6,B mixed,0.5,0.5,t5,,,0.1165,M,,,,,,,,
y106,7,B mixed,0.5,0.5,t5,,,0.1236,M,,,,,,,,
y106,8,B mixed,0.5,0.5,t5,,,0.1064,M,,,,,,,,
y106,9,B mixed,0.5,0.5,t5,,,0.1021,M,,,,,,,,
y106,10,B mixed,0.5,0.5,t5,,,0.1032,M,,,,,,,,
y106,11,B mixed,0.5,0.5,t5,,,0.1756,M,,,,,,,,
y106,12,B mixed,0.5,0.5,t5,,,0.0983,M,,,,,,,,
y106,1,A,2,0.12,t5,0.1066,0.1757,0.1267,Q,,,,,,,,
y106,2,A,2,0.12,t5,0.1022,0.1886,0.2919,Q,,,,,,,,
y106,3,A,2,0.12,t5,0.101,0.1109,0.0537,Q,,,,,,,,
y106,4,A,2,0.12,t5,0.1396,0.3457,0.2271,Q,,,,,,,,
y106,5,A,2,0.12,t5,0.1152,0.2427,0.1679,Q,,,,,,,,
y106,6,A,2,0.12,t5,0.1038,0.1715,0.1281,Q,,,,,,,,
y106,7,A,2,0.12,t5,0.1605,0.6148,0.6788,Q,,,,,,,,
y106,8,A,2,0.12,t5,0.1182,0.2602,0.1619,Q,,,,,,,,
y106,9,A,2,0.12,t5,0.1016,0.1575,0.1432,Q,,,,,,,,
y106,10,A,2,0.12,t5,0.1612,0.3399,0.1928,Q,,,,,,,,
y106,11,A,2,0.12,t5,0.1325,0.2264,0.1638,Q,,,,,,,,
y106,12,A,2,0.12,t5,0.114,0.3114,0.2027,Q,,,,,,,,
y106,1,B,2,0.12,t5,0.1131,0.1218,0.2209,Q,,,,,,,,
y106,2,B,2,0.12,t5,0.1059,0.4084,0.4906,Q,,,,,,,,
y106,3,B,2,0.12,t5,0.0985,0.1036,0.0533,Q,,,,,,,,
y106,4,B,2,0.12,t5,0.1205,0.3818,0.4292,Q,,,,,,,,
y106,5,B,2,0.12,t5,0.1621,0.2631,0.2481,Q,,,,,,,,
y106,6,B,2,0.12,t5,0.0973,0.3663,0.6033,Q,,,,,,,,
y106,7,B,2,0.12,t5,0.1148,0.3821,0.5073,Q,,,,,,,,
y106,8,B,2,0.12,t5,0.1101,0.1877,0.1568,Q,,,,,,,,
y106,9,B,2,0.12,t5,0.1239,0.3837,0.3475,Q,,,,,,,,
y106,10,B,2,0.12,t5,0.1276,0.3271,0.3557,Q,,,,,,,,
y106,11,B,2,0.12,t5,0.149,0.3046,0.3721,Q,,,,,,,,
y106,12,B,2,0.12,t5,0.0984,0.211,0.347,Q,,,,,,,,
y106,1,A,2,0.5,t5,0.1968,0.1535,0.1463,M,,,,,,,,
y106,2,A,2,0.5,t5,0.1664,0.1442,0.1425,M,,,,,,,,
y106,3,A,2,0.5,t5,0.1766,0.1449,0.147,M,,,,,,,,
y106,4,A,2,0.5,t5,0.1705,0.1477,0.1449,M,,,,,,,,
y106,5,A,2,0.5,t5,0.1618,0.1475,0.1401,M,,,,,,,,
y106,6,A,2,0.5,t5,0.1703,0.1517,0.1446,M,,,,,,,,
y106,7,A,2,0.5,t5,0.1642,0.1397,0.139,M,,,,,,,,
y106,8,A,2,0.5,t5,0.1642,0.135,0.1269,M,,,,,,,,
y106,9,A,2,0.5,t5,0.1704,0.1375,0.1356,M,,,,,,,,
y106,10,A,2,0.5,t5,0.1674,0.1437,0.1388,M,,,,,,,,
y106,11,A,2,0.5,t5,0.2266,0.2048,0.1965,M,,,,,,,,
y106,12,A,2,0.5,t5,0.2,0.1562,0.1474,M,,,,,,,,
y106,1,A mixed,2,0.5,t5,,,0.1254,M,,,,,,,,
y106,2,A mixed,2,0.5,t5,,,0.1004,M,,,,,,,,
y106,3,A mixed,2,0.5,t5,,,0.1048,M,,,,,,,,
y106,4,A mixed,2,0.5,t5,,,0.0996,M,,,,,,,,
y106,5,A mixed,2,0.5,t5,,,0.0991,M,,,,,,,,
y106,6,A mixed,2,0.5,t5,,,0.1037,M,,,,,,,,
y106,7,A mixed,2,0.5,t5,,,0.1028,M,,,,,,,,
y106,8,A mixed,2,0.5,t5,,,0.102,M,,,,,,,,
y106,9,A mixed,2,0.5,t5,,,0.1056,M,,,,,,,,
y106,10,A mixed,2,0.5,t5,,,0.1017,M,,,,,,,,
y106,11,A mixed,2,0.5,t5,,,0.2307,M,,,,,,,,
y106,12,A mixed,2,0.5,t5,,,0.0994,M,,,,,,,,
y106,1,B,2,0.5,t5,0.1962,0.1625,0.1535,M,,,,,,,,
y106,2,B,2,0.5,t5,0.2975,0.1951,0.2268,M,,,,,,,,
y106,3,B,2,0.5,t5,0.2386,0.1691,0.1766,M,,,,,,,,
y106,4,B,2,0.5,t5,0.2401,0.1663,0.175,M,,,,,,,,
y106,5,B,2,0.5,t5,0.3085,0.2047,0.2437,M,,,,,,,,
y106,6,B,2,0.5,t5,0.2286,0.163,0.1723,M,,,,,,,,
y106,7,B,2,0.5,t5,0.3101,0.1638,0.1708,M,,,,,,,,
y106,8,B,2,0.5,t5,0.2427,0.1598,0.1636,M,,,,,,,,
y106,9,B,2,0.5,t5,0.2756,0.1785,0.1882,M,,,,,,,,
y106,10,B,2,0.5,t5,0.2044,0.1598,0.161,M,,,,,,,,
y106,11,B,2,0.5,t5,0.3399,0.2787,0.2914,M,,,,,,,,
y106,12,B,2,0.5,t5,0.2218,0.1757,0.167,M,,,,,,,,
y106,1,B mixed,2,0.5,t5,,,0.1047,M,,,,,,,,
y106,2,B mixed,2,0.5,t5,,,0.1185,M,,,,,,,,
y106,3,B mixed,2,0.5,t5,,,0.1325,M,,,,,,,,
y106,4,B mixed,2,0.5,t5,,,0.1256,M,,,,,,,,
y106,5,B mixed,2,0.5,t5,,,0.1314,M,,,,,,,,
y106,6,B mixed,2,0.5,t5,,,0.1332,M,,,,,,,,
y106,7,B mixed,2,0.5,t5,,,0.1277,M,,,,,,,,
y106,8,B mixed,2,0.5,t5,,,0.1289,M,,,,,,,,
y106,9,B mixed,2,0.5,t5,,,0.1213,M,,,,,,,,
y106,10,B mixed,2,0.5,t5,,,0.1253,M,,,,,,,,
y106,11,B mixed,2,0.5,t5,,,0.25,M,,,,,,,,
y106,12,B mixed,2,0.5,t5,,,0.1058,M,,,,,,,,
y106,1,A,8,0.5,t5,0.2434,0.324,0.2985,M,,,,,,,,
y106,2,A,8,0.5,t5,0.2515,0.3266,0.3024,M,,,,,,,,
y106,3,A,8,0.5,t5,0.2642,0.3304,0.3104,M,,,,,,,,
y106,4,A,8,0.5,t5,0.2524,0.3301,0.3059,M,,,,,,,,
y106,5,A,8,0.5,t5,0.2621,0.3352,0.3077,M,,,,,,,,
y106,6,A,8,0.5,t5,0.2477,0.3243,0.2973,M,,,,,,,,
y106,7,A,8,0.5,t5,0.2355,0.3131,0.2912,M,,,,,,,,
y106,8,A,8,0.5,t5,0.2296,0.3058,0.2777,M,,,,,,,,
y106,9,A,8,0.5,t5,0.2099,0.3111,0.2921,M,,,,,,,,
y106,10,A,8,0.5,t5,0.2252,0.3061,0.2788,M,,,,,,,,
y106,11,A,8,0.5,t5,0.3104,0.4341,0.4253,M,,,,,,,,
y106,12,A,8,0.5,t5,0.2035,0.3049,0.2955,M,,,,,,,,
y106,1,A mixed,8,0.5,t5,,,0.1517,M,,,,,,,,
y106,2,A mixed,8,0.5,t5,,,0.1524,M,,,,,,,,
y106,3,A mixed,8,0.5,t5,,,0.1606,M,,,,,,,,
y106,4,A mixed,8,0.5,t5,,,0.1591,M,,,,,,,,
y106,5,A mixed,8,0.5,t5,,,0.1646,M,,,,,,,,
y106,6,A mixed,8,0.5,t5,,,0.1513,M,,,,,,,,
y106,7,A mixed,8,0.5,t5,,,0.1446,M,,,,,,,,
y106,8,A mixed,8,0.5,t5,,,0.1518,M,,,,,,,,
y106,9,A mixed,8,0.5,t5,,,0.1522,M,,,,,,,,
y106,10,A mixed,8,0.5,t5,,,0.1428,M,,,,,,,,
y106,11,A mixed,8,0.5,t5,,,0.335,M,,,,,,,,
y106,12,A mixed,8,0.5,t5,,,0.1485,M,,,,,,,,
y106,1,B,8,0.5,t5,0.3027,0.3876,0.3556,M,,,,,,,,
y106,2,B,8,0.5,t5,0.3515,0.4077,0.4173,M,,,,,,,,
y106,3,B,8,0.5,t5,0.347,0.4018,0.3533,M,,,,,,,,
y106,4,B,8,0.5,t5,0.3272,0.414,0.3571,M,,,,,,,,
y106,5,B,8,0.5,t5,0.3194,0.4058,0.3472,M,,,,,,,,
y106,6,B,8,0.5,t5,0.3136,0.4055,0.3352,M,,,,,,,,
y106,7,B,8,0.5,t5,0.311,0.4,0.3323,M,,,,,,,,
y106,8,B,8,0.5,t5,0.3105,0.4071,0.3349,M,,,,,,,,
y106,9,B,8,0.5,t5,0.3213,0.3998,0.349,M,,,,,,,,
y106,10,B,8,0.5,t5,0.3121,0.3929,0.3447,M,,,,,,,,
y106,11,B,8,0.5,t5,0.3287,0.4205,0.375,M,,,,,,,,
y106,12,B,8,0.5,t5,0.3215,0.4961,0.4056,M,,,,,,,,
y106,1,B mixed,8,0.5,t5,,,0.1813,M,,,,,,,,
y106,2,B mixed,8,0.5,t5,,,0.1754,M,,,,,,,,
y106,3,B mixed,8,0.5,t5,,,0.1761,M,,,,,,,,
y106,4,B mixed,8,0.5,t5,,,0.1687,M,,,,,,,,
y106,5,B mixed,8,0.5,t5,,,0.173,M,,,,,,,,
y106,6,B mixed,8,0.5,t5,,,0.1697,M,,,,,,,,
y106,7,B mixed,8,0.5,t5,,,0.181,M,,,,,,,,
y106,8,B mixed,8,0.5,t5,,,0.171,M,,,,,,,,
y106,9,B mixed,8,0.5,t5,,,0.1675,M,,,,,,,,
y106,10,B mixed,8,0.5,t5,,,0.1689,M,,,,,,,,
y106,11,B mixed,8,0.5,t5,,,0.2904,M,,,,,,,,
y106,12,B mixed,8,0.5,t5,,,0.16,M,,,,,,,,
y109,1,A,8,,t0,0.2994,0.4027,0.4507,M,,,,,,,,
y109,2,A,4,,t0,0.2904,0.3194,0.335,M,,,,,,,,
y109,3,A,2,,t0,0.3262,0.3384,0.3313,M,,,,,,,,
y109,4,A,1,,t0,0.3652,0.3961,0.3818,M,,,,,,,,
y109,5,A,0.5,,t0,0.3534,0.349,0.3204,M,,,,,,,,
y109,6,A,0.25,,t0,0.4383,0.3732,0.3803,M,,,,,,,,
y109,7,A,0.125,,t0,0.4704,0.3644,0.376,M,,,,,,,,
y109,8,A,0.63,,t0,0.5202,0.3874,0.3691,M,,,,,,,,
y109,9,A,0.31,,t0,0.3864,0.373,0.3823,M,,,,,,,,
y109,10,A,0.016,,t0,0.3626,0.4113,0.4384,M,,,,,,,,
y109,11,A,0,,t0,1.2694,1.2896,1.287,M,,,,,,,,
blank,12,A,0,,blank,0.1421,0.1818,0.1563,M,,,,,,,,
y109,1,A mixed,8,,t0,,,0.3988,M,,,,,,,,
y109,2,A mixed,4,,t0,,,0.3418,M,,,,,,,,
y109,3,A mixed,2,,t0,,,0.2699,M,,,,,,,,
y109,4,A mixed,1,,t0,,,0.3373,M,,,,,,,,
y109,5,A mixed,0.5,,t0,,,0.3267,M,,,,,,,,
y109,6,A mixed,0.25,,t0,,,0.3401,M,,,,,,,,
y109,7,A mixed,0.125,,t0,,,0.3744,M,,,,,,,,
y109,8,A mixed,0.63,,t0,,,0.3123,M,,,,,,,,
y109,9,A mixed,0.31,,t0,,,0.3583,M,,,,,,,,
y109,10,A mixed,0.016,,t0,,,0.3778,M,,,,,,,,
y109,11,A mixed,0,,t0,,,1.0745,M,,,,,,,,
blank,12,A mixed,0,,blank,,,0.103,M,,,,,,,,
y109,1,B,8,,t0,0.2972,0.3436,0.3477,M,,,,,,,,
y109,2,B,4,,t0,0.2949,0.3258,0.3332,M,,,,,,,,
y109,3,B,2,,t0,0.3438,0.3804,0.3634,M,,,,,,,,
y109,4,B,1,,t0,0.3354,0.4762,0.3966,M,,,,,,,,
y109,5,B,0.5,,t0,0.4444,0.6126,0.6208,M,,,,,,,,
y109,6,B,0.25,,t0,0.4717,0.6348,0.6354,M,,,,,,,,
y109,7,B,0.125,,t0,0.3795,0.4559,0.4666,M,,,,,,,,
y109,8,B,0.63,,t0,0.3939,0.4758,0.6796,M,,,,,,,,
y109,9,B,0.31,,t0,0.3418,0.4089,0.4149,M,,,,,,,,
y109,10,B,0.016,,t0,0.3747,0.4608,0.482,M,,,,,,,,
y109,11,B,0,,t0,1.2748,1.3151,1.3226,M,,,,,,,,
blank,12,B,0,,blank,0.1401,0.1694,0.1555,M,,,,,,,,
y109,1,B mixed,8,,t0,,,0.2697,M,,,,,,,,
y109,2,B mixed,4,,t0,,,0.2574,M,,,,,,,,
y109,3,B mixed,2,,t0,,,0.2561,M,,,,,,,,
y109,4,B mixed,1,,t0,,,0.3155,M,,,,,,,,
y109,5,B mixed,0.5,,t0,,,0.3078,M,,,,,,,,
y109,6,B mixed,0.25,,t0,,,0.3684,M,,,,,,,,
y109,7,B mixed,0.125,,t0,,,0.3697,M,,,,,,,,
y109,8,B mixed,0.63,,t0,,,0.344,M,,,,,,,,
y109,9,B mixed,0.31,,t0,,,0.348,M,,,,,,,,
y109,10,B mixed,0.016,,t0,,,0.3742,M,,,,,,,,
y109,11,B mixed,0,,t0,,,1.1265,M,,,,,,,,
blank,12,B mixed,0,,blank,,,0.0966,M,,,,,,,,
y109,1,A,0,,t0,1.1325,1.1867,1.1238,Q,,,,,,,,
y109,2,A,0,,t0,1.1709,1.215,1.1503,Q,,,,,,,,
y109,3,A,0,,t0,1.1778,1.2107,1.1415,Q,,,,,,,,
y109,4,A,0,,t0,1.1782,1.2196,1.1436,Q,,,,,,,,
y109,5,A,0,,t0,1.178,1.2166,1.1396,Q,,,,,,,,
y109,6,A,0,,t0,1.1906,1.2234,1.1467,Q,,,,,,,,
y109,7,A,0,,t0,1.1613,1.1994,1.1232,Q,,,,,,,,
y109,8,A,0,,t0,1.1823,1.2125,1.1406,Q,,,,,,,,
y109,9,A,0,,t0,1.1716,1.2033,1.1301,Q,,,,,,,,
y109,10,A,0,,t0,1.1701,1.1948,1.1307,Q,,,,,,,,
y109,11,A,0,,t0,1.1592,1.243,1.1731,Q,,,,,,,,
y109,12,A,0,,t0,1.1401,1.1746,1.1204,Q,,,,,,,,
y109,1,B,0,,t0,1.1229,1.2152,1.1245,Q,,,,,,,,
y109,2,B,0,,t0,1.1802,1.2509,1.1484,Q,,,,,,,,
y109,3,B,0,,t0,1.1721,1.2345,1.1334,Q,,,,,,,,
y109,4,B,0,,t0,1.2046,1.269,1.1704,Q,,,,,,,,
y109,5,B,0,,t0,1.1712,1.2394,1.1377,Q,,,,,,,,
y109,6,B,0,,t0,1.1917,1.2526,1.1545,Q,,,,,,,,
y109,7,B,0,,t0,1.1742,1.2351,1.1377,Q,,,,,,,,
y109,8,B,0,,t0,1.1903,1.2444,1.1541,Q,,,,,,,,
y109,9,B,0,,t0,1.1843,1.2384,1.1405,Q,,,,,,,,
y109,10,B,0,,t0,1.188,1.2437,1.1484,Q,,,,,,,,
y109,11,B,0,,t0,1.152,1.2084,1.1193,Q,,,,,,,,
y109,12,B,0,,t0,1.1521,1.2255,1.1391,Q,,,,,,,,
y109,1,A,0.03,,t0,0.1247,0.5652,0.6678,Q,,,,,,,,
y109,2,A,0.03,,t0,0.1282,0.2434,0.2362,Q,,,,,,,,
y109,3,A,0.03,,t0,0.1505,0.4428,0.3773,Q,,,,,,,,
y109,4,A,0.03,,t0,0.1484,0.422,0.4567,Q,,,,,,,,
y109,5,A,0.03,,t0,0.1571,0.3758,0.3918,Q,,,,,,,,
y109,6,A,0.03,,t0,0.155,0.2835,0.2816,Q,,,,,,,,
y109,7,A,0.03,,t0,0.1531,0.2962,0.2999,Q,,,,,,,,
y109,8,A,0.03,,t0,0.1549,0.2978,0.3258,Q,,,,,,,,
y109,9,A,0.03,,t0,0.1531,0.2829,0.2998,Q,,,,,,,,
y109,10,A,0.03,,t0,0.1351,0.2487,0.3987,Q,,,,,,,,
y109,11,A,0.03,,t0,0.131,0.2456,0.3716,Q,,,,,,,,
y109,12,A,0.03,,t0,0.1305,0.2018,0.2222,Q,,,,,,,,
y109,1,B,0.03,,t0,0.1127,0.3305,0.361,Q,,,,,,,,
y109,2,B,0.03,,t0,0.1089,0.2228,0.2208,Q,,,,,,,,
y109,3,B,0.03,,t0,0.127,0.3532,0.3795,Q,,,,,,,,
y109,4,B,0.03,,t0,0.1423,0.5181,0.4784,Q,,,,,,,,
y109,5,B,0.03,,t0,0.159,0.4421,0.356,Q,,,,,,,,
y109,6,B,0.03,,t0,0.1556,0.424,0.3095,Q,,,,,,,,
y109,7,B,0.03,,t0,0.1482,0.3807,0.3027,Q,,,,,,,,
y109,8,B,0.03,,t0,0.1461,0.4069,0.3361,Q,,,,,,,,
y109,9,B,0.03,,t0,0.1349,0.4565,0.2881,Q,,,,,,,,
y109,10,B,0.03,,t0,0.1387,0.3244,0.3292,Q,,,,,,,,
y109,11,B,0.03,,t0,0.1237,0.2148,0.2416,Q,,,,,,,,
y109,12,B,0.03,,t0,0.1308,0.229,0.2466,Q,,,,,,,,
y109,1,A,0.12,,t0,0.1326,0.3719,0.428,Q,,,,,,,,
y109,2,A,0.12,,t0,0.1153,0.2271,0.2182,Q,,,,,,,,
y109,3,A,0.12,,t0,0.1116,0.2679,0.2331,Q,,,,,,,,
y109,4,A,0.12,,t0,0.1734,0.4658,0.5036,Q,,,,,,,,
y109,5,A,0.12,,t0,0.1683,0.4024,0.3892,Q,,,,,,,,
y109,6,A,0.12,,t0,0.2613,0.301,0.2945,Q,,,,,,,,
y109,7,A,0.12,,t0,0.1304,0.2438,0.2511,Q,,,,,,,,
y109,8,A,0.12,,t0,0.1234,0.3175,0.3727,Q,,,,,,,,
y109,9,A,0.12,,t0,0.1325,0.2423,0.2328,Q,,,,,,,,
y109,10,A,0.12,,t0,0.1381,0.3078,0.3231,Q,,,,,,,,
y109,11,A,0.12,,t0,0.135,0.2544,0.2677,Q,,,,,,,,
y109,12,A,0.12,,t0,0.1375,0.1551,0.1567,Q,,,,,,,,
y109,1,B,0.12,,t0,0.1179,0.2427,0.2765,Q,,,,,,,,
y109,2,B,0.12,,t0,0.1085,0.3766,0.2511,Q,,,,,,,,
y109,3,B,0.12,,t0,0.1452,0.5241,0.4054,Q,,,,,,,,
y109,4,B,0.12,,t0,0.1999,0.5111,0.3837,Q,,,,,,,,
y109,5,B,0.12,,t0,0.2519,0.4636,0.3592,Q,,,,,,,,
y109,6,B,0.12,,t0,0.2385,0.3856,0.2792,Q,,,,,,,,
y109,7,B,0.12,,t0,0.2763,0.3951,0.2631,Q,,,,,,,,
y109,8,B,0.12,,t0,0.2039,0.3463,0.2499,Q,,,,,,,,
y109,9,B,0.12,,t0,0.3045,0.3729,0.3376,Q,,,,,,,,
y109,10,B,0.12,,t0,0.1391,0.4165,0.3061,Q,,,,,,,,
y109,11,B,0.12,,t0,0.2063,0.2366,0.2485,Q,,,,,,,,
y109,12,B,0.12,,t0,0.1413,0.2526,0.2844,Q,,,,,,,,
y109,1,A,0.5,,t0,-0.2986,0.1899,0.2404,Q,,,,,,,,
y109,2,A,0.5,,t0,-0.0206,0.3174,0.3417,Q,,,,,,,,
y109,3,A,0.5,,t0,-0.0192,0.184,0.2272,Q,,,,,,,,
y109,4,A,0.5,,t0,-0.2247,0.5815,0.6718,Q,,,,,,,,
y109,5,A,0.5,,t0,-0.0198,0.3497,0.4393,Q,,,,,,,,
y109,6,A,0.5,,t0,-0.1263,0.6207,0.3939,Q,,,,,,,,
y109,7,A,0.5,,t0,0.0426,0.6516,0.3312,Q,,,,,,,,
y109,8,A,0.5,,t0,-0.0697,0.4207,0.3423,Q,,,,,,,,
y109,9,A,0.5,,t0,-0.0597,0.5072,0.4376,Q,,,,,,,,
y109,10,A,0.5,,t0,-0.0984,0.3797,0.3759,Q,,,,,,,,
y109,11,A,0.5,,t0,-0.2613,0.3545,0.3521,Q,,,,,,,,
y109,12,A,0.5,,t0,-0.2738,0.3175,0.3624,Q,,,,,,,,
y109,1,B,0.5,,t0,0.1031,0.311,0.4768,Q,,,,,,,,
y109,2,B,0.5,,t0,0.2945,0.4389,0.158,Q,,,,,,,,
y109,3,B,0.5,,t0,0.2594,0.3037,0.351,Q,,,,,,,,
y109,4,B,0.5,,t0,0.2346,0.4465,0.4571,Q,,,,,,,,
y109,5,B,0.5,,t0,0.4497,0.2258,0.238,Q,,,,,,,,
y109,6,B,0.5,,t0,0.1754,0.3143,0.3207,Q,,,,,,,,
y109,7,B,0.5,,t0,0.2908,0.4083,0.326,Q,,,,,,,,
y109,8,B,0.5,,t0,0.213,0.5735,0.4422,Q,,,,,,,,
y109,9,B,0.5,,t0,0.3532,0.4825,0.2151,Q,,,,,,,,
y109,10,B,0.5,,t0,0.2622,0.3273,0.3565,Q,,,,,,,,
y109,11,B,0.5,,t0,0.4357,0.3267,0.3444,Q,,,,,,,,
y109,12,B,0.5,,t0,0.1525,0.2663,0.2082,Q,,,,,,,,
y109,1,A,2,,t0,0.1083,0.214,0.2404,Q,,,,,,,,
y109,2,A,2,,t0,0.1129,0.2113,0.2087,Q,,,,,,,,
y109,3,A,2,,t0,0.1511,0.3719,0.3716,Q,,,,,,,,
y109,4,A,2,,t0,0.1673,0.36,0.3573,Q,,,,,,,,
y109,5,A,2,,t0,0.1661,0.4107,0.4189,Q,,,,,,,,
y109,6,A,2,,t0,0.1815,0.3544,0.3447,Q,,,,,,,,
y109,7,A,2,,t0,0.1869,0.3718,0.3562,Q,,,,,,,,
y109,8,A,2,,t0,0.1615,0.3522,0.3558,Q,,,,,,,,
y109,9,A,2,,t0,0.127,0.2205,0.2203,Q,,,,,,,,
y109,10,A,2,,t0,0.1555,0.3183,0.3413,Q,,,,,,,,
y109,11,A,2,,t0,0.1518,0.3544,0.371,Q,,,,,,,,
y109,12,A,2,,t0,0.1618,0.3432,0.4303,Q,,,,,,,,
y109,1,B,2,,t0,0.1117,0.2817,0.3227,Q,,,,,,,,
y109,2,B,2,,t0,0.1322,0.2978,0.2883,Q,,,,,,,,
y109,3,B,2,,t0,0.134,0.2967,0.2859,Q,,,,,,,,
y109,4,B,2,,t0,0.1288,0.3011,0.2992,Q,,,,,,,,
y109,5,B,2,,t0,0.1617,0.3868,0.3707,Q,,,,,,,,
y109,6,B,2,,t0,0.148,0.3076,0.307,Q,,,,,,,,
y109,7,B,2,,t0,0.1713,0.3522,0.3446,Q,,,,,,,,
y109,8,B,2,,t0,0.1462,0.284,0.2657,Q,,,,,,,,
y109,9,B,2,,t0,0.1842,0.3412,0.3282,Q,,,,,,,,
y109,10,B,2,,t0,0.1969,0.4183,0.3982,Q,,,,,,,,
y109,11,B,2,,t0,0.1567,0.3006,0.302,Q,,,,,,,,
y109,12,B,2,,t0,0.1624,0.3039,0.3174,Q,,,,,,,,
y109,1,A,0,0.5,t5,0.1819,0.1483,0.1441,M,,,,,,,,
y109,2,A,0,0.5,t5,0.1951,0.1511,0.1501,M,,,,,,,,
y109,3,A,0,0.5,t5,0.1885,0.1476,0.1482,M,,,,,,,,
y109,4,A,0,0.5,t5,0.178,0.1598,0.1518,M,,,,,,,,
y109,5,A,0,0.5,t5,0.1894,0.1642,0.1582,M,,,,,,,,
y109,6,A,0,0.5,t5,0.18,0.1524,0.1548,M,,,,,,,,
y109,7,A,0,0.5,t5,0.1681,0.1461,0.1441,M,,,,,,,,
y109,8,A,0,0.5,t5,0.1315,0.1417,0.1406,M,,,,,,,,
y109,9,A,0,0.5,t5,0.1375,0.1444,0.1437,M,,,,,,,,
y109,10,A,0,0.5,t5,0.1529,0.1489,0.1475,M,,,,,,,,
y109,11,A,0,0.5,t5,1.3077,1.3012,1.3117,M,,,,,,,,
y109,12,A,0,0.5,t5,0.1542,0.1469,0.1386,M,,,,,,,,
y109,1,A mixed,0,0.5,t5,,,0.0966,M,,,,,,,,
y109,2,A mixed,0,0.5,t5,,,0.0978,M,,,,,,,,
y109,3,A mixed,0,0.5,t5,,,0.0973,M,,,,,,,,
y109,4,A mixed,0,0.5,t5,,,0.0973,M,,,,,,,,
y109,5,A mixed,0,0.5,t5,,,0.0969,M,,,,,,,,
y109,6,A mixed,0,0.5,t5,,,0.1027,M,,,,,,,,
y109,7,A mixed,0,0.5,t5,,,0.0962,M,,,,,,,,
y109,8,A mixed,0,0.5,t5,,,0.1028,M,,,,,,,,
y109,9,A mixed,0,0.5,t5,,,0.0956,M,,,,,,,,
y109,10,A mixed,0,0.5,t5,,,0.1036,M,,,,,,,,
y109,11,A mixed,0,0.5,t5,,,1.1784,M,,,,,,,,
y109,12,A mixed,0,0.5,t5,,,0.0958,M,,,,,,,,
y109,1,B,0,0.5,t5,0.1985,0.1578,0.1557,M,,,,,,,,
y109,2,B,0,0.5,t5,0.1752,0.1598,0.159,M,,,,,,,,
y109,3,B,0,0.5,t5,0.1841,0.1633,0.1634,M,,,,,,,,
y109,4,B,0,0.5,t5,0.1877,0.163,0.1651,M,,,,,,,,
y109,5,B,0,0.5,t5,0.1927,0.1745,0.1808,M,,,,,,,,
y109,6,B,0,0.5,t5,0.1811,0.1656,0.1695,M,,,,,,,,
y109,7,B,0,0.5,t5,0.1714,0.1656,0.1668,M,,,,,,,,
y109,8,B,0,0.5,t5,0.1981,0.1676,0.1671,M,,,,,,,,
y109,9,B,0,0.5,t5,0.1784,0.1694,0.1664,M,,,,,,,,
y109,10,B,0,0.5,t5,0.1636,0.1686,0.1646,M,,,,,,,,
y109,11,B,0,0.5,t5,1.3044,1.3271,1.3241,M,,,,,,,,
y109,12,B,0,0.5,t5,0.1573,0.1481,0.1459,M,,,,,,,,
y109,1,B mixed,0,0.5,t5,,,0.0957,M,,,,,,,,
y109,2,B mixed,0,0.5,t5,,,0.1004,M,,,,,,,,
y109,3,B mixed,0,0.5,t5,,,0.1184,M,,,,,,,,
y109,4,B mixed,0,0.5,t5,,,0.1158,M,,,,,,,,
y109,5,B mixed,0,0.5,t5,,,0.1248,M,,,,,,,,
y109,6,B mixed,0,0.5,t5,,,0.1168,M,,,,,,,,
y109,7,B mixed,0,0.5,t5,,,0.12,M,,,,,,,,
y109,8,B mixed,0,0.5,t5,,,0.1046,M,,,,,,,,
y109,9,B mixed,0,0.5,t5,,,0.1064,M,,,,,,,,
y109,10,B mixed,0,0.5,t5,,,0.0986,M,,,,,,,,
y109,11,B mixed,0,0.5,t5,,,1.1546,M,,,,,,,,
y109,12,B mixed,0,0.5,t5,,,0.0971,M,,,,,,,,
